index,image_link,group_id,entity_name,extracted_text
35042,https://m.media-amazon.com/images/I/51Fci2oANGL.jpg,373966,item_volume,
35043,https://m.media-amazon.com/images/I/51Fcm3KMHzL.jpg,675317,height,
35044,https://m.media-amazon.com/images/I/51Fcm3KMHzL.jpg,675317,depth,
35045,https://m.media-amazon.com/images/I/51Fcoy7EXHL.jpg,675317,depth,20mm 0.79
35046,https://m.media-amazon.com/images/I/51Fcoy7EXHL.jpg,675317,width,20mm 0.79
35047,https://m.media-amazon.com/images/I/51FcrtNzHQL.jpg,558806,depth,5.1 2.0 inch 13.5cm 5.3 inch 4.8cm 1.9 inch 14.5cm 5.7 inch
35048,https://m.media-amazon.com/images/I/51Fd1UAjDIL.jpg,864320,height,25.5cm 10.03in
35049,https://m.media-amazon.com/images/I/51Fd1UAjDIL.jpg,864320,depth,25.5cm 10.03in
35050,https://m.media-amazon.com/images/I/51FdK8cDgyL.jpg,312608,width,105 cm 135 cm 50 cm
35051,https://m.media-amazon.com/images/I/51FdK8cDgyL.jpg,312608,height,105 cm 135 cm 50 cm
35052,https://m.media-amazon.com/images/I/51FdLaKgZhL.jpg,295706,width,2.6in 66mm
35053,https://m.media-amazon.com/images/I/51FdXU-iR1L.jpg,488883,maximum_weight_recommendation,
35054,https://m.media-amazon.com/images/I/51FdXbnGIIL.jpg,276611,width,90S 530mm
35055,https://m.media-amazon.com/images/I/51FdeBn8X0L.jpg,149159,height,1.54 in 39 mm
35056,https://m.media-amazon.com/images/I/51FdeBrRR0L.jpg,630390,item_weight,
35057,https://m.media-amazon.com/images/I/51FdxzijRVL.jpg,373285,item_volume,24 11.15 FL
35058,https://m.media-amazon.com/images/I/51Fe8Zrn38L.jpg,788365,item_weight,35
35059,https://m.media-amazon.com/images/I/51FeAVbTBiL.jpg,991868,width,5.31 9.65 5.51 0.27 Ib
35060,https://m.media-amazon.com/images/I/51FeGfgJbtS.jpg,635528,width,12000mAh 6cm 2.36in 2cm 0.79in
35061,https://m.media-amazon.com/images/I/51FeGfgJbtS.jpg,635528,height,12000mAh 6cm 2.36in 2cm 0.79in
35062,https://m.media-amazon.com/images/I/51FeH2o2pOL.jpg,952353,voltage,17
35063,https://m.media-amazon.com/images/I/51FeJjJPUcL.jpg,846116,width,700 10mm 8 700 10mm 1300 20mm 2.3 ft 2.3 ft 4.27 ft
35064,https://m.media-amazon.com/images/I/51FeJjJPUcL.jpg,846116,depth,700 10mm 8 700 10mm 1300 20mm 2.3 ft 2.3 ft 4.27 ft
35065,https://m.media-amazon.com/images/I/51FeOY9tH3L.jpg,949192,depth,7.2FT 220cm 4 X 4FT 120em
35066,https://m.media-amazon.com/images/I/51FeOY9tH3L.jpg,949192,height,7.2FT 220cm 4 X 4FT 120em
35067,https://m.media-amazon.com/images/I/51FeSNyGkDL.jpg,478357,width,12cm 47cm
35068,https://m.media-amazon.com/images/I/51FeSNyGkDL.jpg,478357,height,12cm 47cm
35069,https://m.media-amazon.com/images/I/51FeW+LFSOL.jpg,478357,depth,
35070,https://m.media-amazon.com/images/I/51FeW+LFSOL.jpg,478357,width,
35071,https://m.media-amazon.com/images/I/51FelSpOxGL.jpg,784538,width,
35072,https://m.media-amazon.com/images/I/51FelSpOxGL.jpg,784538,depth,
35073,https://m.media-amazon.com/images/I/51Ff8+kNnZL.jpg,752266,height,59 Ti
35074,https://m.media-amazon.com/images/I/51Ff8+kNnZL.jpg,752266,width,59 Ti
35075,https://m.media-amazon.com/images/I/51FfP287QPL.jpg,208023,depth,50cm 35cm
35076,https://m.media-amazon.com/images/I/51FfPfzf1sL.jpg,658003,height,13.78 10.71 2.17 35 27 5.5cm 5.5cm 2.17 inch
35077,https://m.media-amazon.com/images/I/51FfkJHq9YL.jpg,130591,maximum_weight_recommendation,6 PERSON 43 7.5 6 Person
35078,https://m.media-amazon.com/images/I/51FfvGa5zuL.jpg,211213,voltage,20UX33 700W 0.7 Cu 120V 60Hz 10KG 22L8S
35079,https://m.media-amazon.com/images/I/51FfxWniL0L.jpg,957050,height,
35080,https://m.media-amazon.com/images/I/51FfxWniL0L.jpg,957050,width,
35081,https://m.media-amazon.com/images/I/51FfxWniL0L.jpg,957050,depth,
35082,https://m.media-amazon.com/images/I/51Fg9BNVxIL.jpg,462757,maximum_weight_recommendation,36 4
35083,https://m.media-amazon.com/images/I/51FgAyY+JIL.jpg,752266,depth,7.5CM 12.5CM 40CM 11CM
35084,https://m.media-amazon.com/images/I/51FgAyY+JIL.jpg,752266,width,7.5CM 12.5CM 40CM 11CM
35085,https://m.media-amazon.com/images/I/51FgOiehIJL.jpg,681445,height,
35086,https://m.media-amazon.com/images/I/51FgUhOF+hL.jpg,303395,depth,1.22in 3.2cm 1.26in
35087,https://m.media-amazon.com/images/I/51FgVqeC4hL.jpg,752266,height,4lnch 8.7 Inch
35088,https://m.media-amazon.com/images/I/51FgVqeC4hL.jpg,752266,width,4lnch 8.7 Inch
35089,https://m.media-amazon.com/images/I/51FgVqeC4hL.jpg,752266,depth,4lnch 8.7 Inch
35090,https://m.media-amazon.com/images/I/51FggA3Fq+L.jpg,462757,maximum_weight_recommendation,2.5HP 265LBS
35091,https://m.media-amazon.com/images/I/51FghbsTcwL.jpg,658003,width,4.5inch 11.5CM 4.5inch 11.5CM 1100 a
35092,https://m.media-amazon.com/images/I/51FgrtzQH-L.jpg,507467,width,25IN
35093,https://m.media-amazon.com/images/I/51FgrtzQH-L.jpg,507467,height,25IN
