index,image_link,group_id,entity_name,extracted_text
35042,https://m.media-amazon.com/images/I/51Fci2oANGL.jpg,373966,item_volume,163 mLe5 5FL
35043,https://m.media-amazon.com/images/I/51Fcm3KMHzL.jpg,675317,height,20mm
35044,https://m.media-amazon.com/images/I/51Fcm3KMHzL.jpg,675317,depth,20mm
35045,https://m.media-amazon.com/images/I/51Fcoy7EXHL.jpg,675317,depth,5 20mm 0.79 58mm 2.28
35046,https://m.media-amazon.com/images/I/51Fcoy7EXHL.jpg,675317,width,5 20mm 0.79 58mm 2.28
35047,https://m.media-amazon.com/images/I/51FcrtNzHQL.jpg,558806,depth,4.8cm1 9 inch 5.1cm2 0inch 14.5cm5 7 inch 13.5cm 5.3 inch
35048,https://m.media-amazon.com/images/I/51Fd1UAjDIL.jpg,864320,height,7.3cm 2.87in 25.5cm 10.03in
35049,https://m.media-amazon.com/images/I/51Fd1UAjDIL.jpg,864320,depth,7.3cm 2.87in 25.5cm 10.03in
35050,https://m.media-amazon.com/images/I/51FdK8cDgyL.jpg,312608,width,135cm 50cm 105.cm
35051,https://m.media-amazon.com/images/I/51FdK8cDgyL.jpg,312608,height,135cm 50cm 105.cm
35052,https://m.media-amazon.com/images/I/51FdLaKgZhL.jpg,295706,width,0.63in 16mm 2.6in 66mm
35053,https://m.media-amazon.com/images/I/51FdXU-iR1L.jpg,488883,maximum_weight_recommendation,220LBS 5inch 15 inch 15inch
35054,https://m.media-amazon.com/images/I/51FdXbnGIIL.jpg,276611,width,506mm 530mm 145mm
35055,https://m.media-amazon.com/images/I/51FdeBn8X0L.jpg,149159,height,5.43 in 138 mm 4.02 in 102 mm 1.54 in 39 mm
35056,https://m.media-amazon.com/images/I/51FdeBrRR0L.jpg,630390,item_weight,1 Dietary 6.0oz 170 grams
35057,https://m.media-amazon.com/images/I/51FdxzijRVL.jpg,373285,item_volume,24 11 15FLOZCANS 1932 Momenti 35 4x6PACK 1.15FLOZ330
35058,https://m.media-amazon.com/images/I/51Fe8Zrn38L.jpg,788365,item_weight,87.1COMPLIANT 3PAIRS
35059,https://m.media-amazon.com/images/I/51FeAVbTBiL.jpg,991868,width,9.65 M 5.31 8 0.28 5 51 Weight 0.27 Ib
35060,https://m.media-amazon.com/images/I/51FeGfgJbtS.jpg,635528,width,12000mAh 4000123456789010 9cm 3.54in 000 6cm 2.36in 2cm 0.79in
35061,https://m.media-amazon.com/images/I/51FeGfgJbtS.jpg,635528,height,12000mAh 4000123456789010 9cm 3.54in 000 6cm 2.36in 2cm 0.79in
35062,https://m.media-amazon.com/images/I/51FeH2o2pOL.jpg,952353,voltage,17.3 144Hz
35063,https://m.media-amazon.com/images/I/51FeJjJPUcL.jpg,846116,width,70010mm 70010mm 2.3ft 2.3ft 130020mm 4.27 ft
35064,https://m.media-amazon.com/images/I/51FeJjJPUcL.jpg,846116,depth,70010mm 70010mm 2.3ft 2.3ft 130020mm 4.27 ft
35065,https://m.media-amazon.com/images/I/51FeOY9tH3L.jpg,949192,depth,7.2FT 220cm 4FT 120cm
35066,https://m.media-amazon.com/images/I/51FeOY9tH3L.jpg,949192,height,7.2FT 220cm 4FT 120cm
35067,https://m.media-amazon.com/images/I/51FeSNyGkDL.jpg,478357,width,40cm 47cm 12cm 25 30 35cm
35068,https://m.media-amazon.com/images/I/51FeSNyGkDL.jpg,478357,height,40cm 47cm 12cm 25 30 35cm
35069,https://m.media-amazon.com/images/I/51FeW+LFSOL.jpg,478357,depth,1 1 1 1 1 1 71 cm 1 1 1 1 1 0 60 cm
35070,https://m.media-amazon.com/images/I/51FeW+LFSOL.jpg,478357,width,1 1 1 1 1 1 71 cm 1 1 1 1 1 0 60 cm
35071,https://m.media-amazon.com/images/I/51FelSpOxGL.jpg,784538,width,7cm0 3 105 41.3 55 21.7
35072,https://m.media-amazon.com/images/I/51FelSpOxGL.jpg,784538,depth,7cm0 3 105 41.3 55 21.7
35073,https://m.media-amazon.com/images/I/51Ff8+kNnZL.jpg,752266,height,59 9
35074,https://m.media-amazon.com/images/I/51Ff8+kNnZL.jpg,752266,width,59 9
35075,https://m.media-amazon.com/images/I/51FfP287QPL.jpg,208023,depth,50 cm 35 cm
35076,https://m.media-amazon.com/images/I/51FfPfzf1sL.jpg,658003,height,13.78 10.71W 2.17 35 27 5.5cm 5.5cm 2.17 inch 13.78 inch 35cm 10.71 inch 27cm
35077,https://m.media-amazon.com/images/I/51FfkJHq9YL.jpg,130591,maximum_weight_recommendation,6 PERSON 437.5Package 6Person 16.75Lbs 1 66 120nch 108inch
35078,https://m.media-amazon.com/images/I/51FfvGa5zuL.jpg,211213,voltage,18 14 10 Model 20UX33 700w 0.7 Cu 120V 60Hz 9.5 Net 10KG 22LBS
35079,https://m.media-amazon.com/images/I/51FfxWniL0L.jpg,957050,height,2.44inch 8.4inch
35080,https://m.media-amazon.com/images/I/51FfxWniL0L.jpg,957050,width,2.44inch 8.4inch
35081,https://m.media-amazon.com/images/I/51FfxWniL0L.jpg,957050,depth,2.44inch 8.4inch
35082,https://m.media-amazon.com/images/I/51Fg9BNVxIL.jpg,462757,maximum_weight_recommendation,3205CB 0.5 8.1MPH 16.3X48 8 User 220LBS 36
35083,https://m.media-amazon.com/images/I/51FgAyY+JIL.jpg,752266,depth,7.5CM 12.5CM 40CM 11CM
35084,https://m.media-amazon.com/images/I/51FgAyY+JIL.jpg,752266,width,7.5CM 12.5CM 40CM 11CM
35085,https://m.media-amazon.com/images/I/51FgOiehIJL.jpg,681445,height,0.8 1.6 1 6.3 5.7 3.0 3.0 2.8
35086,https://m.media-amazon.com/images/I/51FgUhOF+hL.jpg,303395,depth,3.1cm 1.22in 3.2cm 1.26in
35087,https://m.media-amazon.com/images/I/51FgVqeC4hL.jpg,752266,height,4 Inch 4.7 8.7 Inch
35088,https://m.media-amazon.com/images/I/51FgVqeC4hL.jpg,752266,width,4 Inch 4.7 8.7 Inch
35089,https://m.media-amazon.com/images/I/51FgVqeC4hL.jpg,752266,depth,4 Inch 4.7 8.7 Inch
35090,https://m.media-amazon.com/images/I/51FggA3Fq+L.jpg,462757,maximum_weight_recommendation,2.5HP 265LBS 53.8 40.4 6.4 50.5 21.5
35091,https://m.media-amazon.com/images/I/51FghbsTcwL.jpg,658003,width,4.5inch 11.5CM 13.1inch 33CM 4.5inch 11.5CM 11.9inch 30CM
35092,https://m.media-amazon.com/images/I/51FgrtzQH-L.jpg,507467,width,10 2 5 IN
35093,https://m.media-amazon.com/images/I/51FgrtzQH-L.jpg,507467,height,10 2 5 IN
35094,https://m.media-amazon.com/images/I/51FgrtzQH-L.jpg,507467,depth,10 2 5 IN
35095,https://m.media-amazon.com/images/I/51FgxStyymL.jpg,276700,wattage,5018
35096,https://m.media-amazon.com/images/I/51FgxStyymL.jpg,276700,voltage,5018
35097,https://m.media-amazon.com/images/I/51Fh+255VgL.jpg,304120,width,8.5cm 3.34in 5cm 1.96in 6cm 2.36in 7.5cm 2.95in 18cm 7.12in 20cm 7.95in 5cm 1.96in 7cm 2.75in
35098,https://m.media-amazon.com/images/I/51Fh+M6cN9L.jpg,130202,depth,619
35099,https://m.media-amazon.com/images/I/51Fh+M6cN9L.jpg,130202,width,619
35100,https://m.media-amazon.com/images/I/51FhGy7LLpL.jpg,913156,depth,37.6cm 14.8in 14cm 5.5in
35101,https://m.media-amazon.com/images/I/51FhUghTJvL.jpg,952353,width,16.9 inch 428.7mm 29.0 inch 735.9mm 23.5inch 597.7mm 19.2 inch 488.1mm 9.9 inch 251.5mm 28.1inch 714.6 mm 20 Swivel 20 Pivot 90
35102,https://m.media-amazon.com/images/I/51FhX3T+A3L.jpg,955292,item_weight,0.54kg 1.RS232 485TOETHx1 2.5V 1 3 1 4 1 5 1 OCO 232 485TOETH 8 Reload
35103,https://m.media-amazon.com/images/I/51FhX3T+A3L.jpg,955292,wattage,0.54kg 1.RS232 485TOETHx1 2.5V 1 3 1 4 1 5 1 OCO 232 485TOETH 8 Reload
35104,https://m.media-amazon.com/images/I/51Fhc4ZU3hL.jpg,640408,depth,32oz 10.4 26.5cm 3.15 8cm
35105,https://m.media-amazon.com/images/I/51Fhc4ZU3hL.jpg,640408,height,32oz 10.4 26.5cm 3.15 8cm
35106,https://m.media-amazon.com/images/I/51FhhfLQmiL.jpg,675317,width,15.4cm 6.06in 6.8cm 2.68in 4.7cm 1.85in 5.6cm 2.2in
35107,https://m.media-amazon.com/images/I/51FhyttVWpL.jpg,752266,height,30cmX30cmX6cm 11.8inX11 8inX2 3in 6cm 30cm 30cm 18W 1300LM 8m2 5oo0o
35108,https://m.media-amazon.com/images/I/51Fi7lzBPsL.jpg,648011,height,8 EVG 100 277V50 60Hz 24W6500K 82RA
35109,https://m.media-amazon.com/images/I/51Fi7lzBPsL.jpg,648011,depth,8 EVG 100 277V50 60Hz 24W6500K 82RA
35110,https://m.media-amazon.com/images/I/51Fi9jbblCL.jpg,599772,width,9 1 13 24 cm 35 cm 5 cm 12 30 cm 878 22 cm 121 32 cm
35111,https://m.media-amazon.com/images/I/51FiCRzlilL.jpg,243137,width,10ft 3m 10ft 3m
35112,https://m.media-amazon.com/images/I/51FiCRzlilL.jpg,243137,depth,10ft 3m 10ft 3m
35113,https://m.media-amazon.com/images/I/51FiEzf2-JL.jpg,752266,height,3.9in 10cm 150cm 59.0in 12cm4 7in 16cm 6.2in 8.5cm 3.3in 21cm8 2in 1KG
35114,https://m.media-amazon.com/images/I/51FiK4QQb8L.jpg,784538,depth,9.5in 11.5in 40in 29.7in
35115,https://m.media-amazon.com/images/I/51FiK4QQb8L.jpg,784538,width,9.5in 11.5in 40in 29.7in
35116,https://m.media-amazon.com/images/I/51FiKtXEi5L.jpg,347404,height,55mm 41cm 33cm 32mm
35117,https://m.media-amazon.com/images/I/51FiTbagkfL.jpg,776220,width,11cm 4.3in 2.5cm 1in 16cm 6.3in 11.7cm 4.7in 3cm 1.2in
35118,https://m.media-amazon.com/images/I/51FiasU5hdL.jpg,599772,height,756g 16cm 23 cm 30.5cm 13 cm
35119,https://m.media-amazon.com/images/I/51FiasU5hdL.jpg,599772,width,756g 16cm 23 cm 30.5cm 13 cm
35120,https://m.media-amazon.com/images/I/51FiluxssyL.jpg,955522,depth,6cm 2.36in 5.4cm 2.13in 15ml
35121,https://m.media-amazon.com/images/I/51FinEHIh7L.jpg,550595,depth,70mm 600mm
35122,https://m.media-amazon.com/images/I/51FinEHIh7L.jpg,550595,width,70mm 600mm
